id,own,competing1,competing3,borrowertype,accepted,default,profit
173507,.040430907,.050000001,.090000004,0,1,0,404.30908
173508,,0,.25040001,0,0,0,
173509,,.40000001,.20549875,0,0,0,
173510,,.15908191,,1,0,1,
173511,.044445023,.2,,0,1,0,444.45023
173512,,.13511832,.26007944,2,0,0,
173513,,.40000001,.56400526,1,0,0,
173514,,.40000001,,0,0,0,
173515,,.25999999,.46098804,0,0,0,
173516,.068212658,.082859077,.17652565,2,1,0,682.12659
173517,.060526751,.16,.255427,3,1,0,605.26752
173518,,.22403423,.1945,2,0,1,
173519,.056626696,.10116612,.1,2,1,0,566.26697
173520,,.10185416,.2388,0,0,0,
173521,,0,.76542079,2,0,0,
173522,,.39500001,,2,0,1,
173523,,.41,.26589316,0,0,1,
173524,,,,0,0,0,
173525,,.19599999,,0,0,0,
173526,.053793296,.31156948,.123,0,1,0,537.93298
173527,,.15908191,.26987997,0,0,0,
173528,,,,0,0,1,
173529,,.31498986,.17949706,0,0,0,
173530,,,.27416465,0,0,0,
173531,,0,.41412246,0,0,0,
173532,,.62530118,,0,0,0,
173533,,,.53550786,0,0,0,
173534,,.72600001,,0,0,1,
173535,,,.28736424,2,0,1,
173536,,.40255219,,0,0,1,
173537,.065462805,.28214818,,3,1,0,654.62805
173538,,.058505163,.2649,0,0,0,
173539,.041399073,.080563493,.20993607,0,1,0,413.99072
173540,,.34,,0,0,1,
173541,,.40000001,.26634505,0,0,0,
173542,,.078126594,.1104895,0,0,0,
173543,.073877327,.2,.18743435,0,1,0,738.77325
173544,.045835443,.000445704,.044157919,0,0,0,
173545,.039999999,.1490819,.000054626911,0,0,0,
173546,,.40099999,.46290088,3,0,0,
173547,.047951166,.075000003,.12710001,0,1,0,479.51166
173548,,.14055811,.2834,0,0,0,
173549,.041907642,.0040000002,.11758478,0,0,0,
173550,,.036955334,,0,0,0,
173551,,.05968678,.17129999,3,0,0,
173552,,.40000001,.26528919,3,0,0,
173553,,.34,.3269656,0,0,0,
173554,,.078867726,.34202078,1,0,0,
173555,,.10384368,.081900001,0,0,0,
173556,,.30000001,.22858518,2,0,0,
173557,.070737615,.30000001,.33507192,1,1,0,707.37616
173558,,.59511071,.21077736,0,0,0,
173559,.042195912,.1490819,.058063455,1,1,0,421.95914
173560,,.13333778,.49411678,0,0,0,
173561,.067230374,.088176683,.11735559,0,1,0,672.30371
173562,.060679007,.30000001,.20438109,0,1,0,606.7901
173563,,.13333778,.19912024,0,0,0,
173564,,.377,,0,0,0,
173565,.068753831,.12,.080209509,0,1,0,687.53833
173566,,1,,0,0,1,
173567,.050119489,.075000003,.075999998,0,1,0,501.19489
173568,,.22351426,.17594591,0,0,1,
173569,.042212576,.075000003,.1721635,0,1,0,422.12576
173570,.05051231,.18302053,.057550177,0,1,0,505.12311
173571,,.087546609,,0,0,1,
173572,,1,.64469522,0,0,1,
173573,,.32499999,.24875337,0,0,0,
173574,,.289,.1741,0,0,0,
173575,.089392699,.40000001,.14889114,0,1,1,-10000
173576,.039999999,.075000003,.27198485,0,1,0,400
173577,,.27214816,,0,0,0,
173578,.054630872,.28214818,.23150912,0,1,0,546.30872
173579,,.14733082,.16939525,0,0,0,
173580,,.032872289,.2008,0,0,0,
173581,.061712485,.052999999,.1484718,0,0,0,
173582,,.022997098,.13249663,0,0,0,
173583,.068387397,.24555525,.186,2,1,0,683.87396
173584,,.27214816,.36765879,0,0,1,
173585,,.60741079,,2,0,1,
173586,,.19302052,.31811452,0,0,1,
173587,,,,0,0,0,
173588,.071147159,.07,.074521691,2,1,0,711.47156
173589,,,.27788368,0,0,1,
173590,,.53330737,,0,0,0,
173591,,.24399912,.2627292,0,0,1,
173592,.04320468,7.0070801e-06,.043911345,0,0,0,
173593,,.23,.068000004,1,0,0,
173594,,.064517379,.29178271,0,0,0,
173595,,.30000001,.33199412,3,0,0,
173596,,.026489599,,0,0,0,
173597,,.062054556,.18284605,3,0,1,
173598,,.35280356,,0,0,1,
173599,,.34228486,,3,0,0,
173600,.06094959,.13,.14507915,2,1,0,609.49591
173601,,.484795,.26541364,0,0,0,
173602,,.22403423,.24691048,0,0,0,
173603,,,.35055855,0,0,0,
173604,,.34999999,.35057473,2,0,0,
173605,,.39700001,,0,0,0,
173606,,.28524673,,0,0,0,
173607,,,.41626927,0,0,0,
173608,,.40000001,.1522,0,0,1,
173609,,.30425924,.46074662,0,0,0,
173610,,.31999999,,0,0,1,
173611,,.086492248,.126,0,0,0,
173612,.068685681,.0060000001,,0,0,0,
173613,,.072999999,.15259875,0,0,0,
173614,.069093727,.079999998,.094999999,0,1,0,690.93726
173615,,0,.26046091,2,0,0,
173616,.059636012,.17282329,.3163721,2,1,0,596.36011
173617,.076849326,.096385494,.116,0,1,0,768.49329
173618,,.43000001,.1865,1,0,0,
173619,,.001,,0,0,0,
173620,,.28214818,.19760001,0,0,1,
173621,,.063098468,.36431232,2,0,0,
173622,,.25400001,.27239999,0,0,1,
173623,,.34528705,.26710001,0,0,0,
173624,,.24843676,.31029448,3,0,0,
173625,,0,,2,0,0,
173626,,.604936,.2775,0,0,0,
173627,,.189,,0,0,0,
173628,,.417,,0,0,0,
173629,,.18000001,.098999999,0,0,0,
173630,.040691804,.02,.058155213,0,0,0,
173631,,.051918074,.53539598,3,0,1,
173632,,.18384922,.3213,0,0,1,
173633,,.05539031,,0,0,0,
173634,.042812191,.02,.17919999,2,0,0,
173635,,.29699999,.25349802,0,0,0,
173636,,,.2971811,0,0,1,
173637,,,,0,0,0,
173638,,.3925522,,3,0,0,
173639,,.032886911,.12478852,0,0,0,
173640,,.067000002,.081065968,0,0,0,
173641,,.66900003,.35574237,0,0,1,
173642,,.0025871603,.22923219,0,0,0,
173643,,.24854557,.16580001,0,0,0,
173644,,.15166776,.2358,0,0,0,
173645,,0,,0,0,1,
173646,,.509,,0,0,1,
173647,,.18302053,.26017091,0,0,0,
173648,,.40000001,.55611289,2,0,1,
173649,,.11908143,.2565268,0,0,0,
173650,,.23403424,.26778272,2,0,0,
173651,,.87259358,.31510001,1,0,1,
173652,,.40000001,.26116046,0,0,0,
173653,,0,,0,0,1,
173654,,.40255219,.51218539,1,0,0,
173655,,.090007104,.122,3,0,0,
173656,,.307592,,0,0,0,
173657,.04382145,.064846635,.12629493,0,1,0,438.21451
173658,,.30089438,.18302025,3,0,0,
173659,.078068703,.039817631,.101,1,0,0,
173660,,.40799999,.16209726,0,0,0,
173661,.050304577,,,2,1,0,503.04578
173662,,.28433919,.3298701,3,0,0,
173663,.087535739,.13,.22860913,0,1,0,875.35736
173664,,.060754612,.2976,0,0,1,
173665,.066882737,.047089186,.22053932,1,0,0,
173666,,.077998154,.18317145,0,0,0,
173667,,.059287615,.21566829,0,0,1,
173668,.044637036,.093306854,.16519307,0,1,0,446.37036
173669,,.164,,0,0,0,
173670,,.19454344,.25117099,0,0,0,
173671,,.123,,2,0,1,
173672,,.19315475,.26032236,2,0,0,
173673,,.40000001,.1767257,0,0,0,
173674,,.28999999,.2840831,0,0,0,
173675,,.30630368,,0,0,0,
173676,,.34182674,.21767153,0,0,0,
173677,,.352424,.33940282,0,0,0,
173678,,.22403423,,0,0,0,
173679,,.48300001,.38626179,0,0,0,
173680,.04165522,.00064188981,.067000002,1,0,0,
173681,.054398034,.1490819,.00030841082,0,0,0,
173682,.083408639,.094405591,.36887339,0,1,0,834.08636
173683,,.27000001,.2309,0,0,0,
173684,,1,.32388592,0,0,0,
173685,.046384361,.044,.1817348,0,0,0,
173686,.08792235,.031364474,.15408568,0,0,0,
173687,,.19302052,,3,0,1,
173688,,.40000001,.29245827,0,0,0,
173689,.063245282,.05863101,.058458,1,0,0,
173690,,.013937298,.18232888,0,0,0,
173691,.04360741,.045919444,.044285771,0,1,0,436.0741
173692,,.10382354,.2924,0,0,1,
173693,,.1490819,.21519232,3,0,0,
173694,,0,.55326313,0,0,1,
173695,,.86750513,.17649999,0,0,0,
173696,,.22351426,,0,0,0,
173697,,.075000003,.047613833,0,0,0,
173698,,.11771863,.1419,0,0,0,
173699,,.18302053,,0,0,0,
173700,,.40000001,.29568678,2,0,1,
173701,.085559621,.10432944,.1424,3,1,0,855.59619
173702,,.40000001,,0,0,0,
173703,,.38989174,,0,0,0,
173704,,.74400002,.56086469,0,0,0,
173705,,.1270216,.15697321,2,0,0,
173706,,.8074826,.27885595,2,0,0,
173707,,.86888599,.17267008,0,0,0,
173708,,1,.56510079,1,0,0,
173709,.045885205,.15908191,.107,0,1,0,458.85205
173710,,.34507525,.5732488,2,0,0,
173711,,.28214818,.28417268,0,0,0,
173712,.039999999,.02,.090000004,2,0,0,
173713,,.58261544,.34863004,0,0,1,
173714,,.14066838,.27021515,0,0,1,
173715,,.23999999,.2836,0,0,0,
173716,,.17807214,.086999997,0,0,0,
173717,.072625332,.087289222,.066126727,1,0,0,
173718,,.50473011,.119,0,0,0,
173719,,.28999999,.29471934,2,0,0,
173720,.07692939,.089673057,,3,1,0,769.29388
173721,,.28999999,.15809828,0,0,0,
173722,,.073582955,.1644,0,0,0,
173723,,1,,0,0,1,
173724,,.34999999,.2017,0,0,0,
173725,,.21351427,.20960115,0,0,0,
173726,,.066358142,.13740611,0,0,0,
173727,,.15099999,.25279999,3,0,0,
173728,,.22351426,.32993147,2,0,0,
173729,,.3925522,,0,0,0,
173730,,.061394673,.1945,0,0,0,
173731,,1,,0,0,0,
173732,,,.21520001,0,0,1,
173733,,.149,,0,0,0,
173734,,.60281116,.40422076,0,0,0,
173735,,.11268339,.21301444,1,0,0,
173736,,.34999999,,0,0,0,
173737,,,.2886,0,0,0,
173738,.039999999,.0024232639,.090000004,0,0,0,
173739,,.23403424,,3,0,0,
173740,,.21366908,.24986421,3,0,0,
173741,,,.43759999,0,0,1,
173742,.065769367,.013,.11,0,0,0,
173743,,.38301611,.23819999,0,0,1,
173744,,.27000001,,0,0,0,
173745,,.44,.17260262,0,0,0,
173746,,.32211739,,0,0,0,
173747,,.54716468,,3,0,1,
173748,,.22403423,.19570127,0,0,0,
173749,.040929653,.0040000002,.0070632407,0,0,0,
173750,,,,0,0,0,
173751,,.274524,.24001718,0,0,0,
173752,,.37091455,.48809999,0,0,1,
173753,,.40000001,,0,0,0,
173754,,.40000001,.19367322,0,0,0,
173755,,.41499999,.51149893,0,0,1,
173756,,,,0,0,0,
173757,,.27214816,.1706,0,0,0,
173758,,.49702084,,3,0,0,
173759,,.15659839,,1,0,0,
173760,,.22403423,.74459743,0,0,1,
173761,,.75,.4204742,0,0,1,
173762,,.13668671,.27579066,0,0,0,
173763,,.040014107,,3,0,1,
173764,,.46599999,.3114,0,0,0,
173765,,.56929296,.48339528,0,0,1,
173766,,.22,.3121751,0,0,0,
173767,,.29289502,.37468907,0,0,0,
173768,,.40000001,.2557703,2,0,0,
173769,.04335786,.19302052,.090000004,0,1,0,433.57861
173770,,.40000001,.34519044,3,0,0,
173771,.040182147,.02,.1806,0,0,0,
173772,,.3953276,,0,0,0,
173773,,,.4888939,0,0,0,
173774,,.40000001,.34890699,0,0,0,
173775,,1,,0,0,0,
173776,.071262762,.2761589,.109,0,1,0,712.62762
173777,,.44528747,,1,0,0,
173778,,.075000003,.1627,0,0,0,
173779,,.31999999,,0,0,1,
173780,,.22351426,.1613,2,0,0,
173781,.084999807,.40000001,.17249312,0,1,0,849.99805
173782,,.15908191,.42605397,3,0,1,
173783,.044783074,.0030474821,.20080754,0,0,0,
173784,.0458715,.063843749,.17919999,0,1,0,458.715
173785,,.15773883,,2,0,0,
173786,.040396374,.001046913,.09648747,0,0,0,
173787,,.22403423,,0,0,1,
173788,,.050353013,.4488799,0,0,0,
173789,,.20350823,,0,0,0,
173790,,.29406986,.35582736,0,0,0,
173791,,.27557212,.1736927,0,0,0,
173792,,,,0,0,0,
173793,,.31,,0,0,1,
173794,,.068156391,.19949999,0,0,0,
173795,,1,.7689575,0,0,0,
173796,,.055081423,.118,0,0,0,
173797,,.51999998,,0,0,1,
173798,.081792399,.075000003,.085012466,0,0,0,
173799,,,.43630001,0,0,0,
173800,,.33000001,,1,0,1,
173801,,.34473789,,1,0,0,
173802,,1,,0,0,0,
173803,,.093306854,.2489104,0,0,0,
173804,,.12,.17656857,0,0,1,
173805,,.026000001,.096000001,0,0,0,
173806,,.40977111,.1575,0,0,0,
173807,,.2996361,,0,0,0,
173808,,.22,.28400001,2,0,0,
173809,,.331,,0,0,0,
173810,.040870983,.00022597599,,0,0,0,
173811,.04924687,.001,.10508169,0,0,0,
173812,,.454,.62242848,1,0,0,
173813,,.40000001,,0,0,0,
173814,,.36000001,.26698136,2,0,0,
173815,,.1490819,.068814434,0,0,0,
173816,,.18996558,,0,0,0,
173817,,.061765462,.19934915,0,0,0,
173818,,0,.42930001,0,0,1,
173819,,.9592101,.37954473,2,0,1,
173820,,.43145138,.6713509,0,0,0,
173821,.044244755,.22403423,.043909997,0,0,0,
173822,,.106865,.17296347,0,0,0,
173823,,.064302936,,2,0,0,
173824,,.28214818,.36057794,0,0,0,
173825,,.048931424,.2168,2,0,1,
173826,,.40000001,.16402316,0,0,0,
173827,,.22,.25069159,0,0,0,
173828,,.23999999,.20909999,0,0,0,
173829,.067846484,.067000002,.10447983,0,0,0,
173830,,.071305826,.285,3,0,0,
173831,,.24481064,.2104,0,0,0,
173832,.039999999,7.3456800e-07,.090000004,3,0,0,
173833,,,,0,0,0,
173834,,.0249127,.22753844,0,0,0,
173835,,.06746538,.027986109,0,0,0,
173836,,.60000002,.52380431,0,0,1,
173837,,.23403424,.16760001,0,0,0,
173838,,.30000001,.22324966,0,0,0,
173839,,,.46705028,0,0,0,
173840,.053038388,.059255432,.2139,0,1,0,530.38391
173841,,0,.16779999,0,0,0,
173842,,,,0,0,1,
173843,.090925232,.0060000001,.101,0,0,0,
173844,,.67365044,,0,0,0,
173845,,.21525574,,0,0,1,
173846,,.28214818,,0,0,0,
173847,,.88064265,.18827754,2,0,1,
173848,,.40000001,.84700072,2,0,0,
173849,,.16647254,.19750001,0,0,0,
173850,,.072324798,.105,3,0,0,
173851,,,.43309999,2,0,1,
173852,,.13211705,.31650001,0,0,1,
173853,,.18302053,,0,0,0,
173854,,.11403891,.58243346,0,0,1,
173855,,.18000001,.10836898,0,0,0,
173856,.048207622,.13333778,.00037047776,0,0,0,
173857,,.27214816,.33683154,0,0,1,
173858,,0,.90864992,0,0,1,
173859,.042079501,.047568578,.126,1,0,0,
173860,,.029999999,.051878832,2,0,0,
173861,,.21351427,.18620421,0,0,0,
173862,,.17810389,.16379716,0,0,0,
173863,,.052999999,.23989999,1,0,0,
173864,,.064999998,.085000001,0,0,0,
173865,.040114071,.012146297,.02,0,0,0,
173866,,.24878225,.18080001,0,0,1,
173867,,.40000001,.17030001,0,0,0,
173868,,.66000003,,0,0,0,
173869,,.3966268,.12540001,0,0,0,
173870,,.12007321,.116,3,0,0,
173871,,.38091454,,0,0,1,
173872,.069758236,.23403424,.15422721,1,1,0,697.58234
173873,,.10304077,.38797632,0,0,0,
173874,,.55632293,.40142426,0,0,0,
173875,,,.69043863,0,0,1,
173876,,.3925522,,0,0,0,
173877,,.11598998,.24388437,0,0,0,
173878,,.14937368,.38745603,1,0,0,
173879,,.083496928,,2,0,0,
173880,,.40000001,.18504436,0,0,0,
173881,.04025602,.0026451531,.088,2,0,0,
173882,,.20999999,.47172725,2,0,0,
173883,,.61000001,.9873668,0,0,0,
173884,,.30000001,.063323334,0,0,0,
173885,,.40000001,.25809905,0,0,0,
173886,,.31280738,,0,0,0,
173887,,.46200001,.16678861,0,0,1,
173888,,,,3,0,0,
173889,,,.50736421,3,0,0,
173890,,.37091455,.46130952,3,0,0,
173891,,0,.42327127,0,0,0,
173892,,.56699997,,0,0,0,
173893,.080313593,.054169577,.17720693,2,0,0,
173894,,0,.68800479,0,0,1,
173895,,.28,,3,0,0,
173896,,.25,,2,0,0,
173897,.041671071,.0032784811,.0024831148,0,0,0,
173898,.040667113,.0000149552,.000012879885,2,0,0,
173899,,,,0,0,0,
173900,,.076939121,.20771463,0,0,0,
173901,.040824093,1.5258900e-06,1.3558986e-06,0,0,0,
173902,.039999999,3.8849899e-07,.113028,0,0,0,
173903,,,.55611062,1,0,1,
173904,,.17387229,.16540395,1,0,0,
173905,,.40000001,,0,0,0,
173906,,.011326074,.300565,3,0,1,
173907,.040974628,.001,.046849526,2,0,0,
173908,.040054798,.058684576,.090000004,3,1,0,400.54797
173909,.050598018,,.49259999,0,1,0,505.98016
173910,,.13429318,.2333481,0,0,1,
173911,,.13661541,,2,0,1,
173912,,.10215463,.45099357,0,0,0,
173913,.072986819,.036827348,.041496702,0,0,0,
173914,,.31999999,.18205227,1,0,0,
173915,,.34,.49610001,0,0,0,
173916,,.28999999,.15858062,0,0,0,
173917,,1,.30095652,0,0,0,
173918,,.64999998,.78601092,0,0,1,
173919,,.30000001,,0,0,0,
173920,,.74431193,.16111118,0,0,0,
173921,,.27000001,.34679437,2,0,1,
173922,,0,,0,0,0,
173923,,.34725583,,1,0,0,
173924,,.30036965,.2059,2,0,0,
173925,,.146,.18752728,0,0,0,
173926,.058913443,.079999998,.13749562,2,1,0,589.13446
173927,,.46940118,.33138162,3,0,0,
173928,,.23403424,.64128453,0,0,1,
173929,,.18302053,.088,0,0,0,
173930,,.40255219,,0,0,0,
173931,,.056280512,.050209396,0,0,0,
173932,,.10182628,,0,0,0,
173933,,,.4979361,1,0,0,
173934,,.075999998,.121,0,0,0,
173935,,.48899999,,0,0,1,
173936,.049478158,.1490819,,0,1,0,494.78159
173937,,.40000001,.2342,0,0,0,
173938,,.23999999,.32660368,0,0,0,
173939,,.40255219,,0,0,0,
173940,,.059744876,.104,0,0,0,
173941,,.1490819,.1825,2,0,0,
173942,,,.91059738,0,0,0,
173943,,.13472287,.50112498,0,0,0,
173944,,.10276906,.26371846,0,0,1,
173945,,0,.59447056,0,0,0,
173946,,,.40220001,1,0,0,
173947,.053172633,.075000003,.16,0,1,0,531.72632
173948,,.092773773,.101,0,0,0,
173949,,.19302052,.39194122,0,0,0,
173950,,.22351426,.39758161,0,0,0,
173951,.062929109,.1189909,.16113321,3,1,0,629.29108
173952,,.23,.30031732,0,0,0,
173953,,.11758636,.28180882,0,0,0,
173954,,.38,,0,0,1,
173955,.088009208,.15908191,.30763876,3,1,0,880.0921
173956,,.1266278,.30142665,3,0,0,
173957,,.32971925,,0,0,0,
173958,,,,0,0,1,
173959,,.57729596,.26389253,0,0,0,
173960,,.73785591,.27162892,0,0,1,
173961,.042821191,.02,.16091613,0,0,0,
173962,,.1490819,.16763787,0,0,0,
173963,,.25,,3,0,1,
173964,,.47789174,,0,0,0,
173965,,.51801038,.58074099,0,0,0,
173966,,.26682517,,0,0,1,
173967,,.18855405,,2,0,0,
173968,,.331,.2393,0,0,1,
173969,,.40000001,,0,0,1,
173970,.082647644,.2,.06777329,3,0,0,
173971,,.10906584,,0,0,0,
173972,,.29735538,.18761405,2,0,0,
173973,,.1490819,.50819081,0,0,0,
173974,,.098920293,.044433404,0,0,1,
173975,,.41999999,.40729046,2,0,0,
173976,,0,,0,0,1,
173977,.067553394,.17299999,.31337923,0,1,0,675.53394
173978,,.30000001,.10335841,0,0,0,
173979,,.32499999,.31619999,2,0,1,
173980,,.2,.2297956,0,0,0,
173981,,.49684021,.58774215,0,0,0,
173982,,,,0,0,0,
173983,.048977945,.248,.080300003,2,1,0,489.77945
173984,.056199294,.091737904,.14791135,0,1,0,561.99292
173985,,.063891172,,0,0,1,
173986,.059919197,.206,,0,1,0,599.19196
173987,.04936165,.075000003,.12679909,0,1,0,493.61649
173988,.052549958,.075000003,.22669999,0,1,0,525.49957
173989,,.26164788,.22906049,0,0,0,
173990,,,,0,0,0,
173991,,.35437751,.20630001,1,0,0,
173992,,.30000001,.44198886,0,0,1,
173993,,.036363307,.071620412,0,0,0,
173994,.040286969,.075000003,.098999999,0,1,0,402.86969
173995,,.30000001,.17119977,0,0,0,
173996,,.78492606,.25864494,0,0,0,
173997,,.40000001,.43881166,2,0,0,
173998,,.090702847,.31987762,0,0,0,
173999,,.28214818,.15629999,0,0,0,
174000,.05693559,.075000003,.045191552,0,0,0,
174001,,.13333778,.117,3,0,0,
174002,,.257,,0,0,0,
174003,,.22403423,.25496125,0,0,0,
174004,,.3925522,,0,0,1,
174005,.058560625,.16,.11,0,1,0,585.60626
174006,.040158637,.029704301,.043905586,0,0,0,
174007,,0,.2202,2,0,0,
174008,.041968521,.15908191,.12619531,0,1,0,419.68521
174009,.04202038,.025094066,.010046083,0,0,0,
174010,,.13150446,,3,0,0,
174011,,.63,,0,0,1,
174012,,.052552782,.36720896,0,0,0,
174013,,.40000001,.32460204,2,0,1,
174014,.040278301,.001,.0024680572,0,0,0,
174015,,.23,,0,0,0,
174016,,.20840842,.31762883,2,0,0,
174017,.059186045,.12333779,.1663,0,1,0,591.86047
174018,.042658601,.13,.19361083,0,1,0,426.586
174019,,.26067114,.33027709,0,0,0,
174020,,.12,.1757846,0,0,1,
174021,,,,0,0,1,
174022,.041146126,.053024299,.077,0,1,0,411.46124
174023,,.33810216,.42556259,0,0,0,
174024,.08021529,.26896235,.17255358,0,1,0,802.15289
174025,,,,2,0,0,
174026,.039999999,.13333778,.097099997,0,1,0,400
174027,,.23,,0,0,1,
174028,.04013335,.075000003,.14286295,0,1,0,401.3335
174029,,.41819715,,0,0,0,
174030,,0,.43440479,0,0,0,
174031,,.19,.0973,0,0,1,
174032,,.23382588,,0,0,0,
174033,,.069685176,.2349,0,0,0,
174034,,.31800014,,0,0,0,
174035,,.51999998,.34689999,0,0,1,
174036,,.10486528,.10228009,0,0,0,
174037,,.25014535,.19922818,0,0,0,
174038,,.097030587,.23355977,0,0,0,
174039,,.40000001,.1724,0,0,0,
174040,,.42747682,.2332,2,0,0,
174041,,.072959825,.17635256,3,0,0,
174042,,.44123861,.60992944,2,0,0,
174043,.053848047,.161,.17611362,0,1,0,538.48047
174044,.045661084,2.2071799e-07,5.5631791e-08,0,0,0,
174045,.065949433,.014,.121,0,0,0,
174046,,,.58388215,3,0,1,
174047,.084435903,.12715757,.24214578,0,1,0,844.35901
174048,,.60000002,.28996736,0,0,0,
174049,,.44246557,.72951537,0,0,0,
174050,,0,.46970001,0,0,0,
174051,,.1490819,.19127007,2,0,0,
174052,.049168721,.02,.090494819,3,0,0,
174053,,.22403423,,0,0,0,
174054,,.2893936,.34310481,1,0,0,
174055,,.426,,0,0,0,
174056,.079418197,.27214816,.12394982,0,1,0,794.18195
174057,,.1052712,.23262617,0,0,1,
174058,,.18302053,.20481364,0,0,0,
174059,,.30000001,.23227271,3,0,1,
174060,,.87980306,.19867304,0,0,0,
174061,,,,0,0,0,
174062,,.1490819,,0,0,0,
174063,.067516617,.20999999,.1662,0,1,0,675.1662
174064,,.15747313,.42312324,0,0,0,
174065,,.23999999,.20968175,0,0,0,
174066,.046922483,.02,.02,0,0,0,
174067,,.34999999,,0,0,0,
174068,,.0089387642,.0902,0,0,0,
174069,,,.46194607,2,0,0,
174070,,.27214816,,0,0,0,
174071,,.11,.1392,0,0,0,
174072,,.40000001,,0,0,0,
174073,,.36288288,.23360001,3,0,0,
174074,,.183,.21646918,2,0,0,
174075,,.40000001,,0,0,0,
174076,.067385606,.2,.13186052,0,1,0,673.85608
174077,,.46599999,.35356003,0,0,0,
174078,,.2,.14782159,0,0,0,
174079,,.21351427,.45539999,3,0,0,
174080,.042011935,.014,.024813643,0,0,0,
174081,.045251541,.012,.037529081,0,0,0,
174082,.087632447,.20100001,.15620001,0,1,0,876.32446
174083,.092456214,.17,.096492007,0,1,0,924.56213
174084,,.27214816,.088293307,0,0,0,
174085,,.3697319,,0,0,0,
174086,,.13644011,.16504239,0,0,0,
174087,.059060231,.044787429,.10845191,0,0,1,
174088,,.36311471,.5166443,0,0,1,
174089,.043865077,.032057278,.1144,3,0,0,
174090,,.338,.19470695,2,0,1,
174091,,.41499999,.117,0,0,0,
174092,,.40000001,.061999999,0,0,0,
174093,.041067805,.06175562,.18746214,0,1,1,-10000
174094,,.28214818,,2,0,0,
174095,.07247024,.3624692,.053440988,0,0,0,
174096,.064924076,.012474975,.088100001,0,0,0,
174097,,.35112101,.3064,3,0,1,
174098,.069693021,.079999998,,2,1,0,696.93024
174099,.080308639,.15826027,.21493876,0,1,1,-10000
174100,,.30000001,.19113365,0,0,0,
174101,.041738506,0,.090000004,0,0,0,
174102,,.27636009,.49740532,0,0,0,
174103,,.15743831,.5753805,3,0,0,
174104,.057709068,.11,.1296,0,1,0,577.0907
174105,,.021176657,.24319719,0,0,0,
174106,,.294,.055,0,0,0,
174107,,.10606955,.18670855,1,0,0,
174108,,1,.51495528,0,0,0,
174109,,.23403424,.25424674,0,0,0,
174110,,.093306854,.094999999,0,0,0,
174111,,.41192067,,0,0,0,
174112,,.64049447,,0,0,0,
174113,,.2,,0,0,0,
174114,.047844946,0,.044061232,0,0,0,
174115,,.1,.1086,2,0,0,
174116,.061496817,.19302052,,3,1,1,-10000
174117,,.40000001,.24167553,0,0,0,
174118,,.40000001,.1348,0,0,1,
174119,.047757659,.075000003,.13185419,0,1,0,477.5766
174120,,0,,0,0,0,
174121,,.5474245,.292,0,0,1,
174122,,.317,,0,0,0,
174123,,,.71283805,0,0,0,
174124,,,,0,0,0,
174125,,.40000001,.18444864,0,0,0,
174126,.084668912,.40000001,,0,1,1,-10000
174127,,.031876031,.116,0,0,0,
174128,,.20304085,.102,1,0,0,
174129,,0,,2,0,0,
174130,,,.23991233,1,0,0,
174131,,.27214816,.23847476,0,0,0,
174132,.05738622,.2,.052786093,0,0,0,
174133,.040712841,.21351427,.18539999,0,1,0,407.12842
174134,,.15908191,.51784831,0,0,1,
174135,,.40000001,.36526096,1,0,0,
174136,,.2255725,,3,0,0,
174137,,.67199999,,0,0,1,
174138,,.40000001,,0,0,1,
174139,,,.4908033,0,0,0,
174140,,.37,.22400001,3,0,0,
174141,,.22,,0,0,0,
174142,.047008928,1.0263500e-08,.127,2,0,0,
174143,,.27521539,.28085932,0,0,0,
174144,.039999999,.075000003,,0,1,0,400
174145,.064089566,.23340538,,0,1,1,-10000
174146,,.15908191,.1779,0,0,0,
174147,.041395884,.0088078519,.010071675,0,0,0,
174148,,.189,,0,0,0,
174149,.066173069,.14,,0,1,0,661.73071
174150,.040286969,.059133913,.090000004,0,1,0,402.86969
174151,,.35499999,.26509911,0,0,1,
174152,.043307446,.2,.2024,0,1,0,433.07446
174153,,.2,.094999999,0,0,0,
174154,,.176,.16140001,3,0,0,
174155,.040430907,.0000160403,.043915983,1,0,0,
174156,,.39844686,.35179999,0,0,1,
174157,,.19302052,.17671095,0,0,0,
174158,.041897867,.075000003,.123,0,1,0,418.97867
174159,,.32123223,.23554032,0,0,0,
174160,,.11667605,.23554821,0,0,0,
174161,.042064156,.12333779,.089000002,0,1,0,420.64157
174162,,.28290224,.22420807,0,0,0,
174163,.0861312,.22351426,,1,1,1,-10000
174164,,.78977275,.2658,2,0,0,
174165,.062276933,.0079556517,.16252469,0,0,0,
174166,.072839409,.066421248,.1742,3,0,0,
174167,,,.33330962,2,0,1,
174168,,.55299997,.21763736,0,0,0,
174169,.045473453,.17200001,.14495222,1,1,0,454.73453
174170,,.189,.15074514,3,0,0,
174171,,.34242114,,0,0,0,
174172,,.22351426,.2004672,2,0,0,
174173,,.17446774,.16543336,2,0,0,
174174,,.40000001,.1751,0,0,0,
174175,,.05821345,.26228935,0,0,0,
174176,,,.56715769,3,0,0,
174177,.077335894,.38091454,.091239847,0,1,0,773.35895
174178,,.37091455,.48801991,0,0,0,
174179,,.53945506,.36227393,0,0,0,
174180,,.44232461,,1,0,1,
174181,,.14,.11711523,0,0,0,
174182,.039999999,.0016345519,.094400004,0,0,0,
174183,,.25538522,.1418,0,0,1,
