,sex,employment,marital,income,social2,rate
72977,1,unemployed,1,12493,0.50844598,
72978,1,unemployed,1,8338,0.80561787,
72979,0,employed,1,7873,0.0,
72980,1,employed,1,46099,0.0,0.041360605925699616
72981,0,employed,0,7315,0.69025344,
72982,1,student,0,0,0.8332442,
72983,1,employed,1,16605,0.28300139,
72984,1,employed,0,7024,0.0,
72985,0,employed,1,13193,0.027990777,
72986,1,retired,1,4308,0.20424299,
72987,1,employed,0,17559,0.82132882,
72988,1,retired,0,19344,0.0,
72989,0,unemployed,0,9044,0.36420888,
72990,1,employed,0,9726,0.77637142,
72991,1,retired,1,33163,0.32267648,0.05187583322682726
72992,1,employed,1,9011,0.51483035,
72993,1,employed,1,24734,0.6081906,
72994,1,student,0,0,0.36566192,
72995,1,retired,1,9143,0.3072539,
72996,0,employed,1,108931,0.64295948,0.0417878164354126
72997,0,employed,1,21047,0.0,0.08583267904655612
72998,1,student,0,0,0.95567369,
72999,0,employed,1,39372,0.9129281,0.053533715150513334
73000,1,employed,1,81080,0.52519459,0.04002465938191825
73001,1,employed,1,23849,0.0,0.0846928981974353
73002,0,retired,1,5710,0.0,0.06927023892015019
73003,0,employed,0,18714,0.59410083,
73004,1,retired,1,27553,0.0,0.04236805369120121
73005,0,retired,1,5391,0.015131257,
73006,1,employed,1,40927,0.77986044,0.05075269110619727
73007,1,employed,0,9991,0.52291006,
73008,1,retired,1,5152,0.054656118,
73009,1,retired,0,9200,0.037020296,
73010,0,employed,0,8995,0.47229791,
73011,1,employed,1,6728,0.95685512,
73012,0,unemployed,1,9646,0.0,
73013,1,employed,0,11322,0.50722569,
73014,1,employed,1,174478,0.050840337,0.0406440110167196
73015,1,employed,0,66593,0.53829151,0.04964711748250378
73016,1,employed,1,13367,0.87322068,
73017,1,employed,1,131113,0.58741456,0.04
73018,1,employed,0,39338,0.26669806,
73019,1,employed,1,39240,0.74490082,0.05566293697607245
73020,1,employed,1,7276,0.0,
73021,1,employed,1,40776,0.63388532,
73022,0,unemployed,1,16192,0.50263423,
73023,1,employed,1,10580,0.12537901,
73024,0,employed,0,32646,0.0,0.06728553887184166
73025,1,student,0,0,0.90318614,
73026,1,employed,1,22928,0.61369002,
73027,1,unemployed,1,0,0.78150022,
73028,1,student,0,0,0.30005777,
73029,1,employed,1,7776,0.0,
73030,1,student,0,0,0.82951397,
73031,0,employed,1,23052,0.0,0.06931084283326261
73032,0,employed,0,5848,0.58392537,
73033,1,employed,0,8667,0.0,
73034,1,employed,1,11158,0.070520103,
73035,1,employed,1,6503,0.0,
73036,1,employed,1,9091,0.61011446,
73037,1,employed,1,10575,0.61714125,
73038,1,employed,0,9638,0.31780934,
73039,0,student,0,0,0.30296478,
73040,1,unemployed,1,0,0.69894367,
73041,0,employed,1,13693,0.84963334,
73042,1,employed,1,10303,0.66821152,
73043,1,employed,1,8675,0.47768757,
73044,1,retired,1,2518,0.25970548,
73045,0,unemployed,1,11526,0.74622971,0.049156499780244396
73046,1,employed,0,10464,0.61806846,
73047,1,employed,0,12218,0.6483463,
73048,1,employed,1,7549,0.77106434,
73049,1,employed,1,9837,0.4369885,
73050,1,retired,0,4187,0.21692209,
73051,0,employed,0,8910,0.64785933,
73052,1,unemployed,1,5066,0.43015617,
73053,1,employed,0,7230,0.66235387,
73054,1,employed,0,12717,0.0,
73055,1,unemployed,0,22703,0.37687391,
73056,1,unemployed,1,17860,0.13730483,
73057,1,student,0,0,0.0,
73058,0,unemployed,0,0,0.79849154,
73059,1,employed,1,54707,0.54947507,0.042502745649886195
73060,1,employed,1,14990,0.0,0.07927294516604502
73061,1,student,0,0,0.90700686,
73062,1,employed,1,85007,0.0,0.040035788245111045
73063,1,unemployed,0,41315,0.61859071,0.042678584217839086
73064,1,retired,1,5780,0.25101426,
73065,1,employed,1,11082,0.56840253,
73066,0,student,0,5944,0.78718746,
73067,1,employed,1,9293,0.50399655,
73068,0,employed,1,122739,0.79894203,0.04751009363737749
73069,1,student,0,5259,0.97870559,
73070,1,employed,0,31424,0.55143309,0.05837782302426047
73071,1,employed,1,7630,0.55438739,
73072,1,employed,1,14406,0.036504038,
73073,1,employed,1,8618,0.0,
73074,1,employed,1,24934,0.54733545,
73075,1,employed,1,12603,0.0,
73076,0,retired,0,25395,0.22703581,
73077,1,student,0,0,0.32229578,
73078,0,employed,1,9528,0.61769021,
73079,0,employed,1,7803,0.0,
73080,1,employed,1,10083,0.89134526,
73081,1,student,0,0,0.68024349,
73082,1,unemployed,1,7109,0.2163841,
73083,1,employed,1,6259,0.89360559,
73084,1,employed,1,20123,0.07743784,
73085,1,employed,1,5436,0.14143817,
73086,1,employed,1,11955,0.53506273,
73087,1,retired,0,5273,0.0,
73088,1,retired,1,8346,0.32591349,0.08462432078569489
73089,1,employed,1,19560,0.71177989,
73090,1,student,0,0,0.85756445,
73091,1,retired,1,6941,0.0,
73092,1,student,0,0,0.0,
73093,1,unemployed,1,0,0.64676315,
73094,1,unemployed,1,0,0.73288471,
73095,1,employed,1,5363,0.21446063,
73096,0,unemployed,1,9608,0.57596487,
73097,0,unemployed,1,0,0.0,
73098,1,employed,0,13756,0.52815849,
73099,0,employed,0,5904,0.0,
73100,0,retired,1,13438,0.009687609,
73101,1,employed,1,5271,0.0,
73102,1,unemployed,1,21106,0.76380563,
73103,1,employed,1,6504,0.83225554,
73104,1,student,0,0,0.22304882,
73105,0,student,0,0,0.94672239,
73106,1,retired,1,24620,0.0,0.04152084747015573
73107,1,employed,1,663251,0.80744416,0.04011407236552392
73108,1,employed,1,13729,0.55607611,
73109,1,employed,1,15520,0.41790777,
73110,0,employed,0,7512,0.9029097,
73111,1,employed,0,12061,0.51794946,
73112,0,employed,1,9009,0.0,
73113,1,student,0,0,0.030291077,
73114,1,unemployed,1,0,0.638955,
73115,0,employed,1,13515,0.0,
73116,1,student,0,0,0.82174987,
73117,1,employed,1,36225,0.61392289,
73118,1,employed,1,7446,0.0,
73119,1,employed,0,7780,0.0,
73120,0,unemployed,0,13554,0.22434624,
73121,1,employed,1,23005,0.77687877,
73122,1,employed,1,10373,0.68513376,
73123,0,retired,1,2517,0.0,
73124,1,student,0,4946,0.88585681,
73125,1,unemployed,1,8064,0.028369423,
73126,0,employed,0,31565,0.50128102,
73127,0,retired,1,3393,0.22257908,
73128,1,unemployed,1,0,0.12675226,
73129,1,unemployed,1,0,0.72470742,
73130,1,employed,1,11615,0.01215661,
73131,1,employed,0,7191,0.24880204,
73132,1,student,0,14200,0.90771776,
73133,0,unemployed,1,18824,0.53068662,0.05262607245182748
73134,0,unemployed,1,0,0.55653149,
73135,1,employed,0,5984,0.54422438,
73136,0,unemployed,1,0,0.64190412,
73137,0,unemployed,1,5158,0.80124694,
73138,0,unemployed,0,7470,0.52257681,
73139,0,unemployed,1,19859,0.0,0.04385199666763847
73140,1,employed,1,11466,0.39457363,
73141,1,employed,0,5844,0.0,
73142,1,student,0,0,0.418814,
73143,1,employed,1,6834,0.0,
73144,0,student,0,4312,0.85264421,
73145,1,employed,1,5775,0.54440892,
73146,0,employed,1,6543,0.0,
73147,1,employed,1,7291,0.88617164,
73148,0,employed,1,21402,0.67447114,
73149,1,unemployed,1,0,0.60070932,
73150,0,employed,1,4420,0.87453055,
73151,1,employed,0,7053,0.37177649,
73152,1,student,1,31189,0.922903,0.04872094593069007
73153,1,employed,0,13501,0.60174125,
73154,1,student,0,8642,0.44222423,
73155,1,employed,1,10249,0.44343644,
73156,1,employed,1,7742,0.018380074,
73157,1,retired,1,2423,0.02359755,
73158,0,employed,1,5046,0.0,
73159,0,retired,0,32781,0.0,
73160,1,employed,1,25567,0.38640204,
73161,1,employed,1,18809,0.30027539,
73162,1,employed,1,9503,0.14817688,
73163,0,employed,1,10202,0.30409303,
73164,1,employed,1,7059,0.5834983,
73165,1,retired,1,64951,0.0,0.04
73166,1,employed,0,6657,0.10537561,
73167,0,employed,1,8009,0.72283274,
73168,1,employed,1,5838,0.0,
73169,0,employed,1,21216,0.0,
73170,1,employed,1,7067,0.51325595,
73171,1,unemployed,1,0,0.56868738,
73172,1,employed,0,30231,0.36253932,
73173,1,employed,1,9174,0.31247905,
73174,1,retired,0,4721,0.044154383,
73175,1,employed,1,7419,0.74814796,
73176,1,employed,1,8266,0.33313298,
73177,1,student,0,0,0.91008949,
73178,1,employed,0,8381,0.92004627,
73179,1,employed,0,7560,0.29444036,
73180,0,student,1,3448,0.83437359,
73181,1,employed,1,125264,0.41429329,0.04193400031961093
73182,0,unemployed,0,12661,0.68434465,0.05241159593758146
73183,1,student,0,27179,0.0,0.08207928013025617
73184,1,employed,0,9609,0.0,
73185,1,employed,0,6617,0.10717239,
73186,1,employed,0,82324,0.0,0.04154472562647209
73187,0,employed,1,6567,0.36148593,
73188,1,employed,1,13598,0.5348891,
73189,1,employed,1,60282,0.54578006,0.04571731171619825
73190,1,employed,1,9080,0.73044521,
73191,1,employed,0,7206,0.61274296,
73192,1,retired,1,15085,0.12445893,0.06684995210208841
73193,1,employed,0,7852,0.83319932,
73194,1,unemployed,1,0,0.57611251,
73195,0,employed,0,9249,0.51219594,
73196,1,student,1,0,0.0,
73197,0,employed,0,12170,0.025924128,
73198,1,employed,0,19976,0.25175631,
73199,1,unemployed,1,0,0.21909574,
73200,0,employed,1,6577,0.72962928,
73201,1,employed,1,12181,0.064513981,
73202,1,retired,0,71043,0.22421458,
73203,1,student,0,2829,0.9730801,
73204,1,retired,1,11292,0.34713072,0.048223897429943756
73205,0,retired,1,9254,0.0,
73206,1,student,0,0,0.72879046,
73207,1,employed,0,13331,0.55943251,
73208,1,employed,1,7051,0.74065596,
73209,1,employed,0,23778,0.60161066,
73210,1,employed,1,9030,0.0,
73211,1,employed,1,14226,0.5741564,
73212,1,employed,1,10944,0.30316529,
73213,0,retired,1,5283,0.32604545,
73214,1,student,1,0,0.37416476,
73215,0,employed,1,15270,0.6967361,
73216,1,employed,1,135767,0.73754591,0.04016637382949279
73217,1,employed,1,5455,0.0,
73218,1,retired,1,14552,0.0,
73219,1,employed,0,70023,0.83593231,0.061777642543013045
73220,1,student,0,0,0.77654165,
73221,1,employed,1,9917,0.60336113,
73222,1,employed,1,10434,0.018207986,
73223,1,retired,0,4646,0.0,
73224,1,student,0,0,0.95277154,
73225,0,employed,0,9249,0.23954839,
73226,1,employed,1,15838,0.45564058,
73227,1,employed,1,13462,0.0,
73228,1,employed,1,9037,0.81119889,
73229,1,employed,0,6055,0.88400972,
73230,1,employed,1,40654,0.000698207,0.06538138727925355
73231,1,employed,0,9823,0.30118543,
73232,1,employed,1,10325,0.5055086,
73233,0,employed,1,18221,0.13209638,
73234,1,employed,0,9560,0.4594276,
73235,0,employed,1,10094,0.58209187,
73236,1,employed,1,21713,0.50706595,
73237,0,retired,0,319054,0.0,0.04
73238,0,employed,1,7363,0.54753256,
73239,1,employed,1,7501,0.043995306,
73240,1,unemployed,1,0,0.58637208,
73241,1,unemployed,1,69691,0.3486428,0.04405897539421176
73242,1,employed,1,7804,0.64364225,
73243,1,employed,0,9286,0.0,
73244,0,student,0,9139,0.41623697,
73245,0,employed,1,9010,0.0,
73246,1,employed,0,26795,0.97490138,0.055536527309406634
73247,0,student,0,0,0.0,
73248,0,employed,0,12138,0.0,
73249,0,employed,0,28346,0.07982251,0.09236805698130984
73250,1,employed,1,9956,0.609864,
73251,1,employed,1,5770,0.0,
73252,0,employed,1,10750,0.74978077,
73253,1,employed,1,11769,0.88771808,0.08381268577889454
73254,0,student,0,0,0.12858258,
73255,0,unemployed,0,14654,0.8478992,
73256,1,unemployed,1,5240,0.7725929,
73257,0,unemployed,1,8735,0.53892887,
73258,1,employed,0,31425,0.40512803,
73259,1,employed,1,20442,0.21250841,
73260,1,student,0,0,0.86951768,
73261,1,employed,0,7631,0.12671551,
73262,1,student,0,0,0.97695673,
73263,0,employed,1,40902,0.83995759,0.05827152666734168
73264,1,unemployed,1,0,0.63364136,
73265,1,employed,1,24500,0.76440078,
73266,1,employed,1,8361,0.61938184,
73267,1,unemployed,0,0,0.0,
73268,0,unemployed,1,3239,0.5076201,
73269,1,employed,1,10813,0.7403636,
73270,1,employed,0,22452,0.35032037,
73271,1,employed,1,5833,0.93712652,
73272,1,retired,1,590,0.0,
73273,1,employed,1,13273,0.17896739,
73274,1,employed,1,73285,0.25996187,
73275,0,employed,1,18429,0.12544288,
73276,1,retired,0,11171,0.20166329,
73277,1,employed,0,39671,0.59418917,0.043704257391434596
73278,1,employed,1,25340,0.32948449,
73279,1,employed,1,13139,0.53343564,
73280,0,employed,1,4885,0.72589189,
73281,1,employed,1,24446,0.53034568,
73282,0,student,0,0,0.58382154,
73283,1,student,0,0,0.15623195,
73284,1,employed,1,7831,0.21135607,
73285,1,employed,1,7087,0.65870774,
73286,1,employed,1,9544,0.52179116,
73287,1,employed,0,7846,0.0,
73288,1,employed,1,8255,0.54449511,
73289,1,employed,1,42301,0.51854593,0.07637881264085167
73290,0,retired,1,3375,0.18648411,
73291,1,employed,1,6125,0.37569156,
73292,0,retired,0,5601,0.0,
73293,1,student,0,26835,0.95387876,0.08631337032597153
73294,1,employed,1,22936,0.59921598,0.0616794848852789
73295,1,employed,1,42580,0.27424675,
73296,1,student,0,0,0.96744931,
73297,1,employed,1,9100,0.3367326,
73298,0,student,0,4246,0.0,
73299,0,employed,0,36427,0.2221197,0.042747780094627
73300,0,student,0,0,0.87854677,
73301,1,employed,1,5707,0.20749322,
73302,0,student,0,0,0.9326002,
73303,0,employed,1,21166,0.63463241,
73304,0,retired,1,3104,0.13961601,
73305,1,employed,1,5087,0.62080514,
73306,1,unemployed,1,0,0.35728157,
73307,1,employed,0,19148,0.0,
73308,0,retired,1,3044,0.24991986,
73309,1,unemployed,1,0,0.0,
73310,1,unemployed,1,0,0.71514297,
73311,1,employed,1,11256,0.66385901,
73312,1,employed,0,11323,0.0,
73313,1,retired,1,11870,0.0,0.0804651806719689
73314,1,employed,1,18133,0.0012484494,
73315,1,employed,0,7186,0.54753661,
73316,0,employed,1,31088,0.0,
73317,0,employed,1,24947,0.53104389,
73318,1,employed,1,8948,0.78796166,
73319,1,employed,1,5867,0.058053724,
73320,1,employed,1,21432,0.81833994,
73321,0,employed,1,5548,0.0,
73322,1,employed,0,20858,0.065298297,
73323,1,employed,1,7018,0.54357255,
73324,1,student,0,0,0.96088362,
73325,1,employed,1,11263,0.78439277,
73326,1,unemployed,1,8401,0.94645423,
73327,0,student,0,0,0.40363041,
73328,0,unemployed,1,28607,0.040475573,
73329,1,unemployed,0,15315,0.20047155,0.06542099166106108
73330,1,employed,0,14395,0.71703994,
73331,0,student,0,0,0.94770557,
73332,1,employed,1,20434,0.82016993,0.0646300482038071
73333,0,unemployed,1,0,0.55698836,
73334,1,employed,1,14267,0.48179805,
73335,1,employed,1,43458,0.65817827,0.06293185573787011
73336,1,employed,1,12564,0.66492021,
73337,0,employed,1,4437,0.95045382,
73338,1,employed,1,5766,0.88617134,
73339,1,employed,1,27365,0.0,0.05379329571666568
73340,1,employed,1,14847,0.033350233,
73341,1,retired,0,6306,0.31248164,
73342,1,student,0,0,0.83368421,
73343,1,employed,1,11704,0.40382889,
73344,1,student,0,0,0.82049811,
73345,1,retired,1,6128,0.21044596,
73346,1,employed,1,8114,0.78857762,
73347,1,retired,0,10027,0.00040914211,
73348,1,employed,1,13975,0.60276324,
73349,1,employed,0,34823,0.94600254,0.042638465378931706
73350,1,employed,0,19794,0.83527935,0.05625988290908873
73351,0,employed,1,22141,0.82501447,0.0453961635346698
73352,1,employed,0,18893,0.30391985,
73353,1,employed,0,6453,0.36057159,
73354,1,employed,1,8825,0.49527735,
73355,1,unemployed,1,8244,0.0,
73356,1,employed,0,10791,0.39477047,
73357,1,retired,0,4467,0.14287356,
73358,1,retired,1,7128,0.22811165,
73359,1,employed,1,8935,0.58171088,
73360,1,employed,1,6738,0.51576906,
73361,0,employed,1,13193,0.0,0.08936877339209573
73362,1,student,0,14342,0.049462222,0.07271766932317492
73363,1,employed,1,101255,0.0,0.040030089864033065
73364,1,employed,1,11161,0.0,
73365,1,employed,1,9391,0.59717166,
73366,0,unemployed,0,0,0.0,
73367,0,unemployed,1,0,0.64209557,
73368,0,employed,1,8533,0.0,
73369,1,student,0,0,0.5529443,
73370,1,employed,1,17200,0.8829987,
73371,1,employed,1,13277,0.0,
73372,1,student,1,0,0.41006684,
73373,0,retired,0,2850,0.001549052,
73374,1,student,0,0,0.96502525,
73375,1,employed,1,8696,0.15002824,
73376,1,retired,1,14719,0.24170992,0.04301461536417969
73377,0,student,0,0,0.78444016,
73378,1,unemployed,1,20603,0.2720558,
73379,0,student,0,5704,0.0,
73380,0,employed,1,8108,0.64140987,
73381,1,employed,1,11549,0.6275081,
73382,0,employed,1,7956,0.0,
73383,1,employed,0,11711,0.65605801,
73384,1,employed,1,26133,0.5060187,0.06973406827388795
73385,1,employed,1,8059,0.0,
73386,1,student,1,0,0.8889181,
73387,1,employed,1,17736,0.0,
73388,1,employed,1,5701,0.023813948,
73389,0,retired,0,2230,0.26176634,
73390,1,student,0,7116,0.84445441,
73391,1,student,0,19940,0.179038,0.05548447403727653
73392,0,retired,0,3900,0.16414347,
73393,1,employed,1,7693,0.0,
73394,1,employed,1,10974,0.0,
73395,1,employed,1,13179,0.80334771,
73396,1,employed,1,207295,0.6262036,0.04018214598069089
73397,1,employed,1,5262,0.73005909,
73398,1,student,0,0,0.88911015,
73399,0,employed,0,8393,0.18140745,
73400,1,employed,1,11234,0.0,
73401,1,student,1,0,0.88617724,
73402,1,employed,1,37115,0.53580254,0.05744038004975382
73403,1,retired,0,351227,0.07180582,0.04597626839562971
73404,0,employed,1,12287,0.14806506,
73405,0,employed,1,11151,0.47046545,
73406,1,employed,1,5386,0.43307647,
73407,1,employed,0,39995,0.31244287,0.08145999321164296
73408,1,retired,0,4519,0.13746004,
73409,1,unemployed,0,0,0.0,
73410,0,retired,1,625,0.39789337,
73411,1,employed,1,7406,0.45982668,
73412,1,student,0,5781,0.0,0.06548172223006452
73413,1,retired,1,4511,0.15141489,
73414,1,employed,0,11807,0.0,
73415,1,employed,1,24377,0.61226743,
73416,1,student,0,0,0.0,
73417,1,unemployed,0,5593,0.1539059,
73418,1,employed,1,45703,0.52485573,0.04223219785366299
73419,0,student,0,21982,0.35707629,0.05732425176839433
73420,1,employed,1,8158,0.80838203,
73421,1,retired,1,5973,0.25751463,
73422,1,employed,0,18349,0.66538495,0.07465095980360759
73423,0,employed,0,5103,0.42653114,
73424,1,employed,1,20539,0.5927645,
73425,1,student,0,0,0.85927653,
73426,1,employed,0,8881,0.0,
73427,1,employed,1,69960,0.60112697,0.040021622089126255
73428,1,employed,1,16960,0.187077,
73429,1,employed,1,12205,0.50466663,
73430,1,student,0,0,0.93610138,
73431,1,student,0,0,0.0,
73432,0,employed,0,8529,0.0,
73433,1,retired,0,5959,0.12307952,
73434,1,employed,1,7132,0.085749708,
73435,0,employed,1,7234,0.26600823,
73436,1,employed,1,7432,0.23631778,
73437,1,student,0,19343,0.32713127,
73438,1,employed,1,18438,0.64995849,
73439,1,student,0,0,0.74565011,
73440,1,student,0,0,0.68986332,
73441,0,student,0,0,0.44198444,
73442,1,employed,0,28590,0.0,
73443,1,retired,1,5896,0.01067996,
73444,1,employed,1,25831,0.035464548,
73445,1,employed,1,7230,0.58791548,
73446,1,employed,1,11155,0.62890369,
73447,0,employed,1,9330,0.3006883,
73448,1,employed,1,10886,0.0,
73449,1,employed,1,22505,0.54775035,
73450,1,employed,0,20524,0.39206427,
73451,1,employed,1,31644,0.60133857,0.05460036851117348
73452,1,retired,0,8646,0.0,
73453,0,employed,0,6267,0.57145154,
73454,1,employed,0,7150,0.0,
73455,1,employed,1,10502,0.66978729,
73456,1,employed,1,11329,0.75143272,
73457,1,employed,1,15364,0.0,0.08663176876766854
73458,1,retired,0,5000,0.36796683,0.08747337573452268
73459,1,employed,1,11456,0.62450218,
73460,1,employed,0,121061,0.43473291,0.0422327518527386
73461,0,retired,1,2814,0.21600175,
73462,1,employed,0,6583,0.24845751,
73463,1,employed,1,30243,0.72025836,0.0564252840136478
73464,1,employed,0,67599,0.070880599,
73465,1,employed,0,7418,0.76375431,
73466,1,employed,0,7166,0.058015216,
73467,1,employed,1,25329,0.5630151,0.0627980252424331
73468,0,employed,1,5588,0.15814038,
73469,1,employed,0,12965,0.0,
73470,1,unemployed,1,0,0.55676347,
73471,1,employed,0,12582,0.24690996,
73472,1,employed,0,19562,0.55120987,0.08861130806931791
73473,1,retired,1,5312,0.0,
73474,1,employed,0,17213,0.051544223,
73475,1,employed,0,16419,0.78294879,
73476,1,student,0,0,0.840271,
73477,1,student,0,6199,0.71522141,
73478,1,student,0,0,0.51445967,
73479,1,student,0,0,0.0,
73480,0,student,0,8510,0.91569805,
73481,1,unemployed,1,24529,0.0,0.04010745211200492
73482,1,employed,0,22656,0.29816326,
73483,1,unemployed,1,0,0.0,
73484,1,employed,1,37506,0.74596715,0.07507904687979042
73485,1,employed,1,25278,0.72824013,0.05532467560886528
73486,1,employed,1,48971,0.0,0.0407336639794083
73487,1,student,0,0,0.84177858,
73488,1,employed,1,6945,0.041744992,
73489,0,employed,0,6565,0.46318606,
73490,1,employed,1,5580,0.73062742,
73491,0,employed,1,21701,0.0,
73492,0,employed,0,16698,0.32181931,
73493,0,retired,0,3606,0.23656046,
73494,1,employed,0,9128,0.7849465,
73495,1,employed,1,20377,0.0,
73496,0,student,0,0,0.84625232,
73497,1,employed,1,48068,0.76862061,0.08643803138759942
73498,1,employed,1,7778,0.0,
73499,1,employed,1,91331,0.66135865,0.04016583209342468
73500,1,employed,0,47861,0.0,0.045515543325616664
73501,0,employed,1,91379,0.82212073,0.04266619902639894
73502,0,student,0,11177,0.90410614,
73503,1,retired,1,5568,0.18997183,
73504,1,retired,0,110179,0.32169336,0.07291895470046428
73505,1,retired,1,14416,0.20870829,0.06424893349649546
73506,1,employed,1,159313,0.10626808,0.04043090550278274
73507,1,retired,0,4309,0.29950947,
73508,1,retired,1,4387,0.016920259,
73509,1,employed,1,7290,0.00079980225,
73510,1,employed,0,44838,0.0,0.0444450221716168
73511,0,employed,1,17631,0.35138649,
73512,1,unemployed,1,6441,0.54884654,
73513,0,employed,1,6624,0.80599427,
73514,1,unemployed,0,8196,0.66279525,
73515,1,employed,1,25872,0.50814968,0.06821265683978421
73516,1,student,0,12008,0.85158497,0.0605267497459906
73517,1,employed,1,5129,0.029516244,
73518,0,unemployed,1,17061,0.65920067,0.056626695876058786
73519,1,employed,0,41378,0.33242428,
73520,1,unemployed,0,0,0.80141205,
73521,1,employed,1,8008,0.15964752,
73522,1,employed,1,6532,0.0,
73523,0,unemployed,1,0,0.87285352,
73524,0,employed,0,14038,0.67862236,
73525,1,employed,1,27353,0.0,0.05379329571666568
73526,1,employed,0,11828,0.54266548,
73527,1,unemployed,1,0,0.18744577,
73528,1,retired,1,6725,0.13194677,
73529,1,employed,1,6828,0.15366983,
73530,0,unemployed,1,6240,0.0,
73531,1,employed,1,8820,0.16533968,
73532,0,unemployed,1,0,0.0,
73533,1,retired,0,2759,0.095757656,
73534,1,student,0,0,0.66353673,
73535,1,student,0,0,0.9580676,
73536,1,employed,0,25401,0.58569205,0.06546280758387957
73537,1,employed,0,24107,0.0,
73538,1,employed,1,49406,0.5233618,0.04139907428641156
73539,1,employed,1,7511,0.0,
73540,0,retired,0,10876,0.26061174,
73541,1,employed,0,21429,0.0267126,
73542,1,retired,1,17465,0.0,0.07387732516446022
73543,1,employed,0,83276,0.44268766,0.045835442128539385
73544,1,employed,1,100985,0.58623236,0.04
73545,1,employed,1,7880,0.66255981,
73546,1,employed,1,44624,0.0,0.047951166791520686
73547,1,employed,0,17011,0.52127528,
73548,1,employed,1,46884,0.0,0.04190764236992066
73549,1,employed,1,24986,0.52211553,
73550,1,employed,0,17940,0.5661121,
73551,1,employed,0,7039,0.64180827,
73552,0,employed,1,8253,0.0,
73553,1,unemployed,1,13838,0.47799376,
73554,1,student,0,11474,0.8547914,
73555,1,employed,1,15027,0.6824708,
73556,0,employed,1,11340,0.0,0.0707376188257677
73557,1,employed,1,10108,0.0,
73558,0,employed,1,39117,0.0,0.042195912506076495
73559,1,employed,1,9832,0.36092383,
73560,1,employed,1,38835,0.52991456,0.06723037564007354
73561,1,retired,1,10913,0.27352142,0.06067900706293635
73562,1,student,0,3840,0.8485502,
73563,0,employed,1,8412,0.25412047,
73564,1,employed,1,30459,0.30384201,0.06875383460004539
73565,0,student,0,0,0.12479815,
73566,1,employed,1,199019,0.51063997,0.05011949077121403
73567,1,employed,1,15059,0.15186839,
73568,1,employed,0,113990,0.55095285,0.04221257699690856
73569,1,employed,1,41135,0.7694847,0.05051231192153446
73570,1,retired,1,8971,0.051561944,
73571,0,unemployed,0,0,0.30931443,
73572,1,employed,1,9705,0.91147304,
73573,1,employed,0,10703,0.47191647,
73574,1,employed,0,21305,0.0,0.08939270183645473
73575,0,student,0,27057,0.90707475,0.04
73576,1,employed,1,8696,0.88258392,
73577,0,unemployed,1,12930,0.0,0.0546308732994963
73578,0,employed,0,14514,0.0,
73579,1,unemployed,1,9483,0.77739763,
73580,1,employed,1,25317,0.71727526,0.06171248361766474
73581,1,employed,1,42775,0.25266534,
73582,0,employed,1,13067,0.8895793,0.0683873957851536
73583,1,employed,1,7762,0.86509305,
73584,1,retired,1,4435,0.015676234,
73585,0,employed,1,8274,0.60784066,
73586,0,unemployed,0,0,0.38118595,
73587,1,employed,0,32791,0.77658916,0.07114716005647276
73588,0,student,0,0,0.83966994,
73589,0,employed,1,9982,0.76011568,
73590,1,employed,1,11060,0.66230422,
73591,1,employed,0,129827,0.42216966,0.04320468162184757
73592,1,student,0,5744,0.75356269,
73593,0,employed,0,20009,0.0,
73594,0,employed,1,5738,0.6156348,
73595,1,student,0,3431,0.85573566,
73596,1,employed,1,5935,0.64367908,
73597,1,student,0,0,0.444727,
73598,0,student,0,0,0.48193088,
73599,1,employed,0,21343,0.84801799,0.060949590774037735
73600,1,employed,1,8640,0.73575056,
73601,1,student,1,0,0.11320807,
73602,1,student,1,0,0.28134423,
73603,1,employed,0,10468,0.0,
73604,1,employed,1,7966,0.0,
73605,0,employed,1,9454,0.27029631,
73606,1,student,0,0,0.83720785,
73607,0,unemployed,1,6833,0.73992646,
73608,0,student,1,0,0.59520286,
73609,0,retired,0,4345,0.27557439,
73610,0,employed,1,17817,0.60304457,
73611,0,employed,1,43533,0.57506365,0.06868568322860827
73612,0,unemployed,1,22536,0.52439189,
73613,1,employed,1,45652,0.84828097,0.06909372720593313
73614,1,employed,1,5597,0.54207647,
73615,1,unemployed,0,16275,0.94522989,0.05963601201375464
73616,1,employed,1,30299,0.34188834,0.07684932286847063
73617,1,employed,1,5843,0.62964851,
73618,1,employed,1,64755,0.9691087,
73619,0,employed,1,6245,0.13387918,
73620,1,employed,1,7261,0.17398882,
73621,1,employed,1,11825,0.0,
73622,0,retired,1,6641,0.0,
73623,1,employed,0,12206,0.0036654884,
73624,1,unemployed,1,0,0.0,
73625,1,retired,0,7077,0.25659204,
73626,1,retired,0,14350,0.088840231,
73627,1,retired,1,7544,0.0,
73628,1,employed,1,23887,0.13240983,
73629,1,employed,1,165609,0.52096689,0.040691803702013835
73630,1,student,0,2852,0.096521445,
73631,1,employed,0,5525,0.58700174,
73632,1,employed,1,12355,0.80259484,
73633,1,employed,1,55860,0.81921059,0.04281218939125398
73634,1,employed,1,10469,0.90039921,
73635,1,student,0,0,0.94987917,
73636,1,student,0,0,0.99972892,
73637,1,unemployed,0,0,0.76585269,
73638,1,employed,1,21219,0.14250103,
73639,1,employed,1,23342,0.37705913,
73640,1,student,0,3465,0.95123541,
73641,0,student,0,13877,0.48010087,
73642,1,employed,1,11265,0.0,
